round,train_acc,train_loss,test_acc,test_loss,dmcfe_fedavg_max_error,dmcfe_fedavg_mean_error
12,0.49719447327452,2.035895203936654,0.4945054945054945,2.0324691138780517,2.9462841283305562e-05,9.503003167126631e-06
13,0.5141573689673067,2.025366171894834,0.5090218423551757,2.0222053943309803,2.9142476110295733e-05,9.451283121924359e-06
13,0.5141573689673067,2.025366171894834,0.5090218423551757,2.0222053943309803,2.9142476110295733e-05,9.451283121924359e-06
14,0.4990432018681889,2.014402999045336,0.4949124949124949,2.0107618948284767,2.950482921567439e-05,1.1266197188029577e-05
14,0.4990432018681889,2.014402999045336,0.4949124949124949,2.0107618948284767,2.950482921567439e-05,1.1266197188029577e-05
15,0.521033341982356,2.0043112002409798,0.5167548500881834,2.0002325304876494,2.9596495037169466e-05,9.681517504653502e-06
15,0.521033341982356,2.0043112002409798,0.5167548500881834,2.0002325304876494,2.9596495037169466e-05,9.681517504653502e-06
16,0.541920731707317,1.9892955297419581,0.5395468728802062,1.9852348695922426,2.8707842385872857e-05,9.87650380386736e-06
16,0.541920731707317,1.9892955297419581,0.5395468728802062,1.9852348695922426,2.8707842385872857e-05,9.87650380386736e-06
17,0.6365788790866632,1.9524247625453148,0.6289512956179623,1.9475248995766583,2.9559350676007512e-05,1.1905272571955604e-05
17,0.6365788790866632,1.9524247625453148,0.6289512956179623,1.9475248995766583,2.9559350676007512e-05,1.1905272571955604e-05
18,0.655098598858329,1.9457025505509566,0.6507936507936508,1.9408195199256124,2.9609724879264788e-05,8.4113218312699e-06
18,0.655098598858329,1.9457025505509566,0.6507936507936508,1.9408195199256124,2.9609724879264788e-05,8.4113218312699e-06
19,0.6603366632070576,1.9388327059380954,0.6567629900963234,1.9339583562132365,2.9264140175655483e-05,8.193530760222035e-06
19,0.6603366632070576,1.9388327059380954,0.6567629900963234,1.9339583562132365,2.9264140175655483e-05,8.193530760222035e-06
0,0.18018617021276595,2.2722455308200877,0.17989417989417988,2.271938067199967,2.8984766398178555e-05,1.0596530851632358e-05
0,0.18018617021276595,2.2722455308200877,0.17989417989417988,2.271938067199967,2.8984766398178555e-05,1.0596530851632358e-05
1,0.24763233004670474,2.2477396222331176,0.24609957943291277,2.2476805303786054,3.011485834856733e-05,8.646859516643372e-06
1,0.24763233004670474,2.2477396222331176,0.24609957943291277,2.2476805303786054,3.011485834856733e-05,8.646859516643372e-06
2,0.2923585884795018,2.2180913970083167,0.2914122914122914,2.217829832049339,2.8970155886612662e-05,7.988217837488532e-06
2,0.2923585884795018,2.2180913970083167,0.2914122914122914,2.217829832049339,2.8970155886612662e-05,7.988217837488532e-06
