round,train_acc,train_loss,test_acc,test_loss,dmcfe_fedavg_max_error,dmcfe_fedavg_mean_error
0,0.1801537363777893,2.2722445681331593,0.17989417989417988,2.271937636681545,,
0,0.1801537363777893,2.2722445681331593,0.17989417989417988,2.271937636681545,,
1,0.24772963155163466,2.2477297978016555,0.24623524623524623,2.2476720361142903,,
1,0.24772963155163466,2.2477297978016555,0.24623524623524623,2.2476720361142903,,
2,0.2922937208095485,2.218085417182769,0.2914122914122914,2.217826031212114,,
2,0.2922937208095485,2.218085417182769,0.2914122914122914,2.217826031212114,,
3,0.3593344577062792,2.1879728112889807,0.3584316917650251,2.187218487367849,,
3,0.3593344577062792,2.1879728112889807,0.3584316917650251,2.187218487367849,,
4,0.40247145822522057,2.1696544400883666,0.398046398046398,2.1687941156917017,,
4,0.40247145822522057,2.1696544400883666,0.398046398046398,2.1687941156917017,,
5,0.41075830306175404,2.1259696813552535,0.4051010717677384,2.1239975814724885,,
5,0.41075830306175404,2.1259696813552535,0.4051010717677384,2.1239975814724885,,
6,0.4170018162947587,2.1167124667677104,0.4143264143264143,2.1145206969299597,,
6,0.4170018162947587,2.1167124667677104,0.4143264143264143,2.1145206969299597,,
7,0.44163531395952255,2.093751264679027,0.43345543345543347,2.091536109668399,,
7,0.44163531395952255,2.093751264679027,0.43345543345543347,2.091536109668399,,
8,0.4661552932018682,2.0759479708459225,0.4571971238637905,2.0736094078754346,,
8,0.4661552932018682,2.0759479708459225,0.4571971238637905,2.0736094078754346,,
9,0.4381162428645563,2.064307180432903,0.43657576990910324,2.060936613429629,,
9,0.4381162428645563,2.064307180432903,0.43657576990910324,2.060936613429629,,
10,0.4795018162947587,2.046818727887413,0.4765974765974766,2.043394854847959,,
10,0.4795018162947587,2.046818727887413,0.4765974765974766,2.043394854847959,,
11,0.4858101971977167,2.04089147434002,0.48392348392348394,2.0374487801979946,,
11,0.4858101971977167,2.04089147434002,0.48392348392348394,2.0374487801979946,,
12,0.4972106901920083,2.035900750368076,0.4945054945054945,2.032473460141038,,
12,0.4972106901920083,2.035900750368076,0.4945054945054945,2.032473460141038,,
13,0.51412493513233,2.025361138855585,0.5087505087505088,2.022200293172863,,
13,0.51412493513233,2.025361138855585,0.5087505087505088,2.022200293172863,,
14,0.49915672029060715,2.0143885227315588,0.4949124949124949,2.0107480051753286,,
14,0.49915672029060715,2.0143885227315588,0.4949124949124949,2.0107480051753286,,
15,0.5211306434872859,2.004302109566048,0.5168905168905169,2.0002243141195795,,
15,0.5211306434872859,2.004302109566048,0.5168905168905169,2.0002243141195795,,
16,0.541969382459782,1.9892888235138004,0.5395468728802062,1.9852305570655981,,
16,0.541969382459782,1.9892888235138004,0.5395468728802062,1.9852305570655981,,
17,0.6365464452516866,1.952417576048556,0.6288156288156288,1.9475201298627387,,
17,0.6365464452516866,1.952417576048556,0.6288156288156288,1.9475201298627387,,
18,0.655049948105864,1.945695857499539,0.6507936507936508,1.9408146009534464,,
18,0.655049948105864,1.945695857499539,0.6507936507936508,1.9408146009534464,,
19,0.6602880124545927,1.9388284338768678,0.6567629900963234,1.9339560306374666,,
19,0.6602880124545927,1.9388284338768678,0.6567629900963234,1.9339560306374666,,
