method,round,n_seeds,test_acc_mean,test_acc_sd,test_loss_mean,test_loss_sd
FedRep+FixedPointReference,30,3,0.4174015285126396,0.06467996909851777,1.6911843180133037,0.13983482939299338
FedRep+FixedPointReference,31,3,0.41373852484963597,0.063297008577289,1.747669300642418,0.14025773142057743
FedRep+FixedPointReference,32,3,0.4146881924659703,0.06790829312138931,1.7047079495337452,0.1732693032662533
FedRep+FixedPointReference,33,3,0.43191787636232076,0.06313993807851598,1.648519184673724,0.1590210277616742
FedRep+FixedPointReference,34,3,0.46845746845746844,0.07120336122800357,1.524776927172196,0.161373972387489
FedRep+FixedPointReference,35,3,0.47451725229503006,0.06049649287278478,1.5066877178470774,0.1609168627459878
FedRep+FixedPointReference,36,3,0.49265138154027044,0.045577652106801106,1.4966904963352465,0.1570592053609951
FedRep+FixedPointReference,37,3,0.511916067471623,0.06324129976141052,1.4706374721625581,0.1794013362952192
FedRep+FixedPointReference,38,3,0.5233120788676344,0.060717575961287726,1.43513646327534,0.19998827494674765
FedRep+FixedPointReference,39,3,0.5307285307285308,0.0771103180673041,1.35959530584403,0.21427631789489324
FedRep+FixedPointReference,40,3,0.5499932166598833,0.08690017330660012,1.2695940998810644,0.18332807112581428
FedRep+FixedPointReference,41,3,0.5450639895084339,0.08878004171007686,1.291615684536105,0.1996462694647553
FedRep+FixedPointReference,42,3,0.5579523357301135,0.08870682914114719,1.2508684031186672,0.22124606099587926
FedRep+FixedPointReference,43,3,0.5546963324741102,0.08306424557755235,1.265309641160363,0.24260733097353673
FedRep+FixedPointReference,44,3,0.5459684348573237,0.06768867117907774,1.2880745794820871,0.2168680240794679
FedRep+FixedPointReference,45,3,0.5488174377063266,0.06159770848398107,1.2322481825679417,0.08780020044475642
FedRep+FixedPointReference,46,3,0.5541988875322209,0.04525479316899303,1.2285988479183432,0.07689767217693283
FedRep+FixedPointReference,47,3,0.5589020033464478,0.04109972728443539,1.2211394741108452,0.07316454747629045
FedRep+FixedPointReference,48,3,0.5722877945100168,0.05053826632849045,1.1611524701722127,0.10438931396658192
FedRep+FixedPointReference,49,3,0.5681725681725682,0.04868378202460134,1.1661023624614208,0.09908585712415162
