round,train_acc,train_loss,test_acc,test_loss,dmcfe_fedavg_max_error,dmcfe_fedavg_mean_error,dmcfe_fedrep_max_error,dmcfe_fedrep_mean_error,dropout_rate,online_clients,online_client_ids,recovery_threshold,coded_communication_rounds,secagg_baseline_rounds,recovery_error,dmcfe_weight_signatures_verified,run_id,method,seed,config_hash,matrix_id,backend,backend_secure,participation_rate,protocol_dropout_rate,coordinates,chunks,chunk_size,scale,clip_bound,clipped_fraction,encode_seconds,aggregate_seconds,total_aggregation_seconds,serialized_upload_bytes,serialized_key_bytes,recovery_bytes,peak_memory_bytes
0,0.1594447327451998,2.5503965095980803,0.15737349070682405,2.5521830394914624,,,3.026846547306763e-05,9.01496465337617e-06,,3,"993,859,298",,,,,3,fedrep_reference_seed0_50r,FedRep+FixedPointReference,0,b08bc3159ed8754f0c60dcb0c451c9fa770dfac86d29a42bab85d65d31cdf381,aa8854cd2e503503,chunked-reference,False,0.003,,1198592,23,65536,16384,8.0,0.0,0.039638400000001184,0.012252199999998936,0.07178210000000007,,,,
1,0.13338414634146342,2.8348730947497556,0.13024013024013023,2.8341298773632073,,,3.019315190613272e-05,6.899484607552326e-06,,3,"507,818,452",,,,,3,fedrep_reference_seed0_50r,FedRep+FixedPointReference,0,b08bc3159ed8754f0c60dcb0c451c9fa770dfac86d29a42bab85d65d31cdf381,aa8854cd2e503503,chunked-reference,False,0.003,,1198592,23,65536,16384,8.0,0.0,0.03596040000000045,0.00921890000000758,0.06353530000000518,,,,
2,0.10036650233523611,2.867046427207903,0.09998643331976666,2.8641172474933243,,,3.0065450118854642e-05,5.8864700679081085e-06,,3,"37,726,846",,,,,3,fedrep_reference_seed0_50r,FedRep+FixedPointReference,0,b08bc3159ed8754f0c60dcb0c451c9fa770dfac86d29a42bab85d65d31cdf381,aa8854cd2e503503,chunked-reference,False,0.003,,1198592,23,65536,16384,8.0,0.0,0.03732779999999991,0.009761699999998541,0.0644644999999997,,,,
3,0.10146925272444214,2.899747471996587,0.10134310134310134,2.8931020888948584,,,3.0184781757517913e-05,7.313799169302111e-06,,3,"642,762,909",,,,,3,fedrep_reference_seed0_50r,FedRep+FixedPointReference,0,b08bc3159ed8754f0c60dcb0c451c9fa770dfac86d29a42bab85d65d31cdf381,aa8854cd2e503503,chunked-reference,False,0.003,,1198592,23,65536,16384,8.0,0.0,0.038758099999995466,0.010724799999991319,0.06642710000001273,,,,
4,0.10218279709392838,2.9500268163793764,0.10256410256410256,2.9411653466002132,,,3.0247968863005988e-05,5.700335771168453e-06,,3,"698,577,763",,,,,3,fedrep_reference_seed0_50r,FedRep+FixedPointReference,0,b08bc3159ed8754f0c60dcb0c451c9fa770dfac86d29a42bab85d65d31cdf381,aa8854cd2e503503,chunked-reference,False,0.003,,1198592,23,65536,16384,8.0,0.0,0.037357599999992885,0.009058799999991152,0.06334979999999746,,,,
5,0.10764789828749351,2.8862613854929746,0.10771944105277438,2.8806804043159095,,,3.0446069768997816e-05,1.0529479761175103e-05,,3,"544,515,193",,,,,3,fedrep_reference_seed0_50r,FedRep+FixedPointReference,0,b08bc3159ed8754f0c60dcb0c451c9fa770dfac86d29a42bab85d65d31cdf381,aa8854cd2e503503,chunked-reference,False,0.003,,1198592,23,65536,16384,8.0,0.0,0.036580300000011334,0.010380799999992973,0.06444329999999354,,,,
6,0.1290704462895693,2.8832111911884346,0.12874779541446207,2.877785425223314,,,3.029881045222283e-05,5.343501690180774e-06,,3,"978,22,909",,,,,3,fedrep_reference_seed0_50r,FedRep+FixedPointReference,0,b08bc3159ed8754f0c60dcb0c451c9fa770dfac86d29a42bab85d65d31cdf381,aa8854cd2e503503,chunked-reference,False,0.003,,1198592,23,65536,16384,8.0,0.0,0.03470899999997812,0.00949099999999703,0.06161290000000008,,,,
7,0.12485404774260508,2.6772439094626073,0.12467779134445801,2.669890683583522,,,3.0013078277737928e-05,5.522878127466824e-06,,3,"778,334,271",,,,,3,fedrep_reference_seed0_50r,FedRep+FixedPointReference,0,b08bc3159ed8754f0c60dcb0c451c9fa770dfac86d29a42bab85d65d31cdf381,aa8854cd2e503503,chunked-reference,False,0.003,,1198592,23,65536,16384,8.0,0.0,0.03763720000000603,0.00938419999999951,0.06428579999999329,,,,
8,0.1289407109496627,2.6631334912615534,0.12752679419346086,2.6546911315007202,,,3.0284349260659053e-05,7.238592096861278e-06,,3,"908,265,627",,,,,3,fedrep_reference_seed0_50r,FedRep+FixedPointReference,0,b08bc3159ed8754f0c60dcb0c451c9fa770dfac86d29a42bab85d65d31cdf381,aa8854cd2e503503,chunked-reference,False,0.003,,1198592,23,65536,16384,8.0,0.0,0.0362186000000122,0.00908750000002101,0.06168429999999603,,,,
9,0.17475350285417748,2.4610209181997864,0.1741961741961742,2.453066614692717,,,3.0464791838799782e-05,1.0235745284205528e-05,,3,"2,879,57",,,,,3,fedrep_reference_seed0_50r,FedRep+FixedPointReference,0,b08bc3159ed8754f0c60dcb0c451c9fa770dfac86d29a42bab85d65d31cdf381,aa8854cd2e503503,chunked-reference,False,0.003,,1198592,23,65536,16384,8.0,0.0,0.03576449999999909,0.008889900000013995,0.061869500000000244,,,,
