round,train_acc,train_loss,test_acc,test_loss,dmcfe_fedavg_max_error,dmcfe_fedavg_mean_error,dmcfe_fedrep_max_error,dmcfe_fedrep_mean_error,dropout_rate,online_clients,online_client_ids,recovery_threshold,coded_communication_rounds,secagg_baseline_rounds,recovery_error,dmcfe_weight_signatures_verified,run_id,method,seed,config_hash,matrix_id,backend,backend_secure,participation_rate,protocol_dropout_rate,coordinates,chunks,chunk_size,scale,clip_bound,clipped_fraction,encode_seconds,aggregate_seconds,total_aggregation_seconds,serialized_upload_bytes,serialized_key_bytes,recovery_bytes,peak_memory_bytes
0,0.11888622210690192,2.924337872268258,0.11708045041378375,2.9263233840505976,,,,,,3,"993,859,298",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
1,0.10197197716658017,2.680586069102675,0.10297110297110297,2.6744371993160687,,,,,,3,"507,818,452",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
2,0.1174429164504411,2.2895822999278805,0.11694478361145028,2.2873146649277722,,,,,,3,"37,726,846",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
3,0.10038271925272445,2.7510443532732607,0.09957943291276625,2.746725274545822,,,,,,3,"642,762,909",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
4,0.1047126362221069,2.521829220173918,0.1063627730294397,2.516007400079783,,,,,,3,"698,577,763",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
5,0.09002010897768552,4.564499619247027,0.09184642517975851,4.565907071047032,,,,,,3,"544,515,193",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
6,0.1600609756097561,2.1825902811249165,0.1558811558811559,2.179390666443107,,,,,,3,"978,22,909",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
7,0.3050077841203944,2.0408476824110027,0.30714964048297383,2.03659013661289,,,,,,3,"778,334,271",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
8,0.11543201868188895,3.2023053125294187,0.1177587844254511,3.1965807351212847,,,,,,3,"908,265,627",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
9,0.11126427088738973,5.942273636069457,0.11260344593677928,5.942789109440372,,,,,,3,"2,879,57",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
10,0.2373345874416191,1.9534261540956694,0.23606023606023607,1.9468813301034382,,,,,,3,"841,956,544",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
11,0.2663628697457187,1.9548044959927164,0.26577126577126575,1.9486853073905381,,,,,,3,"25,464,372",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
12,0.2674331862999481,2.274723940382428,0.2648215981549315,2.280521581286021,,,,,,3,"518,871,797",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
13,0.32007330046704724,1.8896704546497776,0.3265499932166599,1.876966962117382,,,,,,3,"945,452,304",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
14,0.21735534509600415,3.46101290322162,0.2121828788495455,3.4542194880815793,,,,,,3,"172,278,486",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
15,0.3470096004151531,2.006310524198912,0.3470356803690137,2.006423413859138,,,,,,3,"825,374,488",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
16,0.29891022314478466,2.174492531451258,0.30335097001763667,2.1643800863826095,,,,,,3,"221,988,882",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
17,0.2722009600415153,2.7455942624392686,0.26970560303893637,2.750919417220032,,,,,,3,"786,499,930",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
18,0.5087247016087182,1.4568452766119466,0.507665174331841,1.4476092957721332,,,,,,3,"246,751,75",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
19,0.6202160093409445,1.2955006838110543,0.6202686202686203,1.2883369532685305,,,,,,3,"800,773,23",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
20,0.22784769071094965,3.4924310972183745,0.23076923076923078,3.53024925452894,,,,,,3,"890,694,798",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
21,0.23334522573949143,2.6797842795096485,0.2341609008275675,2.665315314986967,,,,,,3,"492,383,856",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
22,0.2614491437467566,2.351718980691392,0.2599375932709266,2.3346646434023586,,,,,,3,"866,191,732",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
23,0.4108718214841723,1.7621097658166032,0.41161307827974497,1.7460689350830034,,,,,,3,"519,837,208",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
24,0.40955825116761807,1.6587798475247988,0.4160900827567494,1.6273752799652605,,,,,,3,"131,354,982",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
25,0.17246691748832382,4.624466981182567,0.16999050332383667,4.6415543867172175,,,,,,3,"688,49,288",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
26,0.3390308770108978,1.7119753005495488,0.3365893365893366,1.7143718986468446,,,,,,3,"769,824,107",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
27,0.35506940840685003,1.969816500725086,0.354361687695021,1.9636871536152578,,,,,,3,"754,768,23",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
28,0.43299169693824596,1.5525301383852674,0.4364401031067698,1.544090185332706,,,,,,3,"63,312,392",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
29,0.46401466009340947,1.472566544671011,0.46153846153846156,1.4775057074216515,,,,,,3,"795,973,794",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
30,0.1855215360664245,4.02382135929056,0.18355718355718356,4.042756942609567,,,,,,3,"923,921,516",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
31,0.5453425012973534,1.2858595887842017,0.5463302129968797,1.2805347605681054,,,,,,3,"975,558,222",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
32,0.4350674623767514,1.4353684162384448,0.4379324379324379,1.435411204040703,,,,,,3,"632,687,833",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
33,0.41226647638816816,1.814806614220071,0.41419074752408086,1.8048895025411202,,,,,,3,"286,402,253",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
34,0.33786325895173847,2.9927042331598903,0.3321123321123321,2.998127720607325,,,,,,3,"430,972,395",,,,,,fedavg_seed0_50r,FedAvg,0,7a94c0688b96c26c59095fde903d05ed45d0c0d4eb5cd1f4442d2be05fce9b18,aa8854cd2e503503,plaintext,False,0.003,,,,,,,,,,,,,,
